fips,state,asd,notill_share,cover_share,tilled_ac,harvested_ac,herb_low_kg,herb_high_kg,glyph_low_kg,herb_kg_ha,glyph_kg_ha,glyph_share,corn_sh,cornsil_sh,soy_sh,wheat_sh,cotton_sh,sorghum_sh,rice_sh,hay_sh,veg_sh,orchard_sh
1067,AL,01-60,0.12390612150222466,0.28235244501613144,47423.0,54457.0,53878.7,65140.79999999999,21201.2,2.444812736003629,0.9620307056139095,0.39349872955360843,0.08849183759663588,0.0,0.015002662651266136,0.00850212093945682,0.3649852176946949,0.0,0.0,0.18552252235708908,0.0005692564775878216,0.0067208990579723455
1069,AL,01-60,0.11606073752711497,0.20284598698481562,57625.0,70835.0,68387.0,78632.20000000001,24414.9,2.385656204192142,0.8517051144183942,0.35701083539269163,0.02487470883038046,0.0,0.02848874144137785,0.0,0.24548598856497494,0.0011999717653702266,0.0,0.23481329851062327,0.10068468977200537,0.005759864473777088
1071,AL,01-20,0.8406118006065906,0.07230709115605753,53743.0,80891.0,57821.700000000004,95837.9,36869.4,1.7663341083161286,1.1262844014124571,0.6376395021246348,0.24149781805145196,0.0,0.32475800768935975,0.03628339370263688,0.04716223065606804,0.0,0.0,0.35268447664140634,0.005958635694947522,0.001718361746053331
1077,AL,01-10,0.9535235945713183,0.22299765390669082,67346.0,86818.0,83358.09999999999,111715.50000000001,37345.7,2.372576550816434,1.0629504762443638,0.44801524986773933,0.18296896956852265,0.0,0.29840586053583357,0.08430279435140178,0.2114077725817227,0.0,0.0,0.24930313990186367,0.0010712064318459307,0.00024188532332004883
1079,AL,01-10,0.7816886987781848,0.15917726559122658,87902.0,108544.0,94801.6,127321.60000000003,38504.7,2.1582017920564587,0.8765771099073888,0.40616086648326605,0.21120467275943397,0.0,0.33883033608490565,0.12298238502358491,0.17323850235849056,0.0,0.0,0.18971108490566038,0.0004514298349056604,0.00025795990566037736
1083,AL,01-10,0.6891641332308823,0.050947115224000264,119732.0,135653.0,130558.3,169350.59999999998,55745.5,2.3782488057915874,1.0154595211737203,0.4269778328915128,0.12447937015768173,0.0,0.432566917060441,0.17900083300774772,0.20683656093119945,0.002034602994404842,0.0,0.14271707960752802,0.0011057624969591532,0.000943583997405144
1085,AL,01-40,0.447267257228815,0.05498913588500752,11966.0,34458.0,7749.0,12902.3,1437.6,0.5556966744991191,0.10309324290359188,0.18552071234998063,0.047303964246328864,0.015235939404492426,0.03212606651575831,0.0,0.11741830634395496,0.0,0.0,0.6929885657902374,0.0013639793371640837,0.0015381043589297115
1087,AL,01-40,0.7088502083844079,0.43598921304241234,20395.0,26305.0,8086.299999999999,10865.7,3163.4,0.7596153758441129,0.2971652399670142,0.39120487738520715,0.0,0.0,0.024063866185135906,0.0,0.4704808971678388,0.0,0.0,0.3249952480517012,0.004713932712412089,0.014217829310017107
1089,AL,01-10,0.698777662534048,0.06996694551341082,103163.0,120404.0,112952.4,150795.79999999996,54487.4,2.31812447174777,1.1182460518050916,0.48239258307039073,0.21177867844922096,0.0,0.32863526128700044,0.15823394571608917,0.2532972326500781,0.0,0.0,0.14675592173017507,0.0008305371914554333,0.0010132553735756288
1093,AL,01-10,0.9353520341816831,0.14657254319152888,5383.0,15058.0,10799.300000000001,12847.6,1661.4,1.7721909590107314,0.27263971362036693,0.15384330465863527,0.07949262850312126,0.0,0.24372426617080623,0.0,0.0,0.0,0.0,0.6440430336034002,0.0009961482268561561,0.0003320494089520521
1095,AL,01-20,0.8670634920634921,0.3197032436162871,11592.0,36758.0,21428.100000000006,30948.9,9926.3,1.4405024279385623,0.6672947788393067,0.46323752455887346,0.10789488002611676,0.0010881984874041026,0.1571086566189673,0.0,0.0,0.0,0.0,0.7092061592034387,0.0017683225420316666,0.005060122966429077
1097,AL,01-50,0.31250812356483687,0.17819851826177374,23081.0,30334.0,51477.100000000006,61842.200000000004,26605.5,4.193402924877503,2.1673245291173826,0.5168414693135394,0.0,0.0,0.08297619832531153,0.0,0.2624777477418079,0.0,0.0,0.23600580207028418,0.012593129821322609,0.0435814597481374
1099,AL,01-50,0.1754740658114891,0.16215839375348579,28688.0,35400.0,60198.100000000006,78217.5,36356.6,4.202054933361177,2.5378281106918483,0.6039492940807101,0.03720338983050848,0.0,0.016610169491525422,0.009689265536723163,0.4709887005649718,0.0,0.0,0.21968926553672316,0.0022033898305084745,0.0024293785310734463
1101,AL,01-40,0.19790009545020681,0.06384558277654045,9429.0,38378.0,16021.2,25384.100000000002,5644.2,1.0315609822194356,0.36341450676871506,0.3522957081866527,0.02738548126530825,0.0,0.054354057011829694,0.0,0.12249205273854813,0.0,0.0,0.7719005680337694,0.00039084892386262964,0.0038563760487779456
1103,AL,01-10,0.7293611435239207,0.09385939323220537,13712.0,39368.0,31082.200000000004,38458.90000000001,9207.2,1.9509700487296098,0.5779182758190624,0.29622098821833714,0.04877057508636456,0.0,0.18233082706766918,0.022149969518390572,0.0560099573257468,0.0,0.0,0.6722972972972973,0.0025147327778906724,0.0019559032716927453
1105,AL,01-40,0.19773420082806314,0.17198234678556804,21979.0,31709.0,11079.5,22118.100000000002,4576.0,0.8634154574302118,0.356603559113737,0.41301502775396004,0.21076035195055032,0.0,0.3235043678450913,0.0,0.08373017124475701,0.0,0.0,0.3581317606988552,0.0022075751363966065,0.00044151502727932134
1109,AL,01-60,0.5002287282708143,0.18435498627630376,13116.0,28375.0,25651.1,30469.599999999995,7522.9,2.233841357022874,0.6551362376173878,0.2932778711244352,0.07541850220264318,0.0,0.07918942731277533,0.0,0.15943612334801763,0.0,0.0,0.5229603524229075,0.006837004405286343,0.01733920704845815
1117,AL,01-30,0.6632159442724458,0.023510061919504645,10336.0,20893.0,25157.4,29090.999999999993,15213.7,2.9754123025520824,1.7993524826626208,0.6047405534753194,0.06633800794524482,0.0,0.0932369693198679,0.027664768104149716,0.24386158043363806,0.0,0.0,0.5002153831426793,0.0022495572679844924,0.002680323553343225
1121,AL,01-30,0.844327731092437,0.05238095238095238,14280.0,25023.0,60409.49999999999,70122.29999999999,32601.3,5.965516741294298,3.219420801992366,0.5396717403719614,0.13016025256763777,0.0006394117411980978,0.15493745753906407,0.0,0.21600127882348238,0.0,0.0,0.4533828877432762,0.0030372057706909645,0.005155257163409663
1125,AL,01-30,0.7767952431773136,0.1070285104436652,6559.0,16961.0,22650.5,27971.700000000004,12868.6,3.299958989989994,1.874830677406028,0.5681375687070925,0.08637462413772773,0.0,0.16431814161900832,0.011791757561464536,0.08383939626201285,0.0,0.0,0.6316254937798479,0.008490065444254466,0.004068156358705265
4001,AZ,04-10,0.6939668646452016,0.08174429509221631,6398.0,5798.0,11890.800000000001,12241.9,590.4,5.067748654621887,0.25162300313593383,0.049651831668180435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5569161779924112,0.09468782338737496,0.0070714039323904795
4003,AZ,04-80,0.19797076941659622,0.3125981398719652,49674.0,87417.0,26045.499999999996,31848.699999999997,18174.5,0.7362393142069683,0.5137463829089304,0.6977980841220174,0.266447029753938,0.0,0.0,0.01006669183339625,0.0,0.0,0.0,0.2980427148037567,0.01570632714460574,0.26038413580882436
4009,AZ,04-80,0.279623409419668,0.033196851938117534,40787.0,43056.0,35933.00000000001,39947.100000000006,27121.0,2.0622532683620527,1.5565182670872797,0.75476581415412,0.11975102192493497,0.0,0.0,0.034652545522110736,0.6080221107395021,0.005295429208472687,0.0,0.09229840208101078,9.29022668153103e-05,0.03205128205128205
4013,AZ,04-80,0.08659940674222139,0.03269229035370065,110913.0,187467.0,73005.40000000001,115351.5,28717.1,0.9623041503924955,0.3785279515931195,0.39335583395200896,0.0,0.058282257677351214,0.0,0.07974203459808926,0.14754063381821866,0.005238255266260195,0.0,0.5117647372604245,0.12125867486010872,0.01394378743992276
4021,AZ,04-80,0.08570306687608498,0.027754815243448788,193552.0,235185.0,167430.60000000003,208560.59999999998,113681.8,1.7591684113475088,1.1944377640952442,0.6789786335353274,0.0050343346727044665,0.07361013670089504,0.0,0.11052150434764121,0.3746284839594362,0.004915279460849969,0.0,0.3176945808618747,0.039449794842358145,0.01663371388481408
5001,AR,05-60,0.09899135658857657,0.011017036502584189,339565.0,336128.0,437406.6999999999,482259.9,128054.9,3.215606836080122,0.9413989585288852,0.2927593473076659,0.13859303598629094,0.0,0.6116271182406702,0.013456183358720487,0.0,0.0,0.2411878808073115,0.0031505854912414317,3.8675742574257426e-05,2.38004569687738e-05
5003,AR,05-90,0.24181039962707124,0.006854684917574268,94388.0,96214.0,171003.4,206491.1,95530.0,4.3918619316505145,2.453486716232389,0.558643863221433,0.18782089924543205,3.118049348327686e-05,0.545835325420417,0.016057954143887585,0.21418920323445653,0.0,0.021618475481738623,0.023614027064668343,0.0040950381441370275,0.0
5007,AR,05-10,0.48655818889281927,0.2166607711354793,5654.0,62855.0,3380.7,7300.400000000001,700.0,0.13290735233888248,0.027519492009707384,0.20705770994172806,0.006475220746161801,0.008432105639964998,0.044881075491209926,0.00978442446901599,0.0,0.0,0.0,0.9283748309601464,0.0027364569246678865,0.0017818789276907168
5017,AR,05-90,0.17531163434903047,0.032486919052016006,259920.0,261377.0,335733.60000000003,400126.8,199471.3,3.1740198754804254,1.885798355565003,0.5941356480256965,0.09226136959258083,0.0,0.7177601701756466,0.008952585728660135,0.08485826985541957,0.0,0.08330495797258367,0.01466081560351523,0.0,0.0020162447346170473
5021,AR,05-30,0.16882402794716497,0.026578746098352524,241885.0,244544.0,451523.6,472874.6,196131.1,4.5625290916738,1.9818539928632375,0.43437618764556274,0.10996385108610311,0.0,0.48301328186338655,0.0120346440722324,0.10508538340748495,0.0009282583093431039,0.27006182936404083,0.02414698377388118,0.0,0.0013290041873855012
5029,AR,05-50,0.29745012644001123,0.04597499297555493,28472.0,64056.0,61600.1,74489.70000000001,10135.5,2.376313882995431,0.39099172503129365,0.16453707055670364,0.04413325839890096,0.0,0.3201105282877482,0.03948107905582615,0.0,0.0,0.025056200824278757,0.5758398900961659,7.805670038716123e-05,0.010990383414512302
5031,AR,05-30,0.1837795157968865,0.15500261414197458,281163.0,282078.0,500420.2,529373.6000000001,226510.2,4.38377060298482,1.984269931621889,0.45264000134287147,0.11843532639908111,0.0,0.4087592793482654,0.015499259070186261,0.2546246073781011,0.0,0.1683116017555428,0.01610547437233673,0.0006877530328490701,0.0006274860145066258
5033,AR,05-40,0.29672137891315975,0.12147764202558724,24309.0,45305.0,21439.899999999998,34440.0,1762.3,1.1693885152009444,0.09612047539114568,0.0821972117407264,0.036154949784791966,0.0,0.4399072950005518,0.03193907957179119,0.0,0.0,0.0,0.49976823750137955,0.002626641651031895,0.0026707868888643637
5035,AR,05-60,0.15862095702650025,0.008236616819333669,283733.0,283625.0,360135.0,398946.29999999993,127634.0,3.137639367287002,1.1119981756960842,0.35440598664389744,0.044326134861172324,0.0,0.7733309828118113,0.02847069193477303,0.06664786249449096,0.0029687086822388718,0.10246275892463641,0.0033071837814014986,0.0003913618334067871,0.000504186866460996
5037,AR,05-60,0.187722714234868,0.013227812323346523,238815.0,236915.0,368260.69999999995,404740.99999999994,107984.4,3.8410062998486936,1.1262911320306004,0.29322813973904904,0.05894097039022434,0.0,0.636291496950383,0.019606187873287887,0.0,0.0034864824937213767,0.2694848363337062,0.007378173606567756,0.012160479496865965,2.110461557942722e-05
5041,AR,05-90,0.08575064359739774,0.017584327761601255,272686.0,270980.0,353432.4,410262.70000000007,209669.0,3.222933353932238,1.9119617029610707,0.5932365001058193,0.10666838881098235,0.0,0.7638091372056979,0.00750608901025906,0.06287179865672743,0.0,0.06461731493099122,0.00029522473983319803,0.0,0.0
5043,AR,05-90,0.06503927044917987,0.014535466847717067,64807.0,70295.0,93197.60000000002,116348.60000000002,53489.8,3.276140337125584,1.8803069113880622,0.5739396722662385,0.13629703392844442,0.0,0.5709225407212462,0.017070915427839818,0.13328117220285937,0.0,0.054612703606230883,0.09727576641297389,0.0018493491713493136,0.0
5045,AR,05-50,0.4859298763190741,0.10376716214682855,17626.0,57299.0,59204.99999999999,68690.2,5831.9,2.553251210276536,0.25150419277445707,0.09850350477155646,0.025689802614356272,0.0009773294472852929,0.18279551126546711,0.0,0.0,0.0,0.01877868723712456,0.7557199951133527,0.00129147105534128,0.002565489799123894
5047,AR,05-40,0.4994701518897916,0.06340515718827269,5662.0,47586.0,24266.100000000002,28202.2,1449.1,1.2600941237381544,0.07524910862103756,0.05971705383230102,0.01319715882822679,0.0,0.0676249317026016,0.0,0.0,0.0,0.0,0.9054553860379103,0.0,0.009057285756314882
5055,AR,05-30,0.14437903729943738,0.06337257762033757,191960.0,199364.0,337209.29999999993,348368.49999999994,128512.8,4.179602772354878,1.5928755676758857,0.38110692676625474,0.12356794606849782,0.0,0.4092514195140547,0.011080235147769908,0.02237615617664172,0.0016051042314560301,0.37386890311189586,0.05430769848117012,9.02871130194017e-05,0.00013041471880580245
5063,AR,05-30,0.32508258961589664,0.16515457817661852,40562.0,68214.0,98645.79999999999,103801.0,32594.0,3.5734465123191277,1.1807184454130806,0.3304144727905294,0.06960448001876447,0.0,0.3598967953792477,0.012607382648723136,0.0,0.0,0.09926114873779576,0.4604333421291817,0.0,0.0003811534289148855
5067,AR,05-30,0.2781300504067795,0.017896466947162157,218423.0,213142.0,393438.70000000007,406611.5,154225.6,4.561316870792507,1.7880087322068134,0.39199397517326073,0.05144457685486671,0.0,0.575588105582194,0.028680410242936633,0.0,0.0,0.3480261984967768,0.01827420217507577,0.0007694400915821377,0.0
5069,AR,05-90,0.16567394008105388,0.008219606914115048,236386.0,235228.0,275882.4,343365.4,157030.7,2.89812546516899,1.6495966052322006,0.5691943378772985,0.17910282789463838,0.0,0.5400972673321204,0.023895964766099273,0.025239342255173703,0.0,0.22848045300729505,0.015465845902698658,0.000140289421327393,0.0028312955940619313
5073,AR,05-70,0.1427049746660525,0.002907646245969599,34736.0,50019.0,23261.899999999998,58686.399999999994,7465.9,1.1491914418822953,0.36883265708944796,0.3209497074615573,0.23728982986465144,0.00355864771386873,0.3068234071053,0.0650752713968692,0.0,0.0,0.08100921649773087,0.314040664547472,0.0005597872808332833,0.0036186249225294387
5075,AR,05-30,0.16891955043577822,0.006729443652592471,171188.0,176137.0,316444.60000000003,323175.8,99531.5,4.439451313251875,1.3963431462724565,0.31453056869986085,0.03935005138045953,0.0,0.40020552183811464,0.002305023930236123,0.0,0.0,0.4578935714812901,0.08109596507264231,0.0,2.2709595371784465e-05
5077,AR,05-60,0.0886475093559924,0.07025914646795728,241022.0,239525.0,258058.00000000003,302627.1,102783.9,2.6622490567019628,1.0603675949559743,0.3982976695161552,0.1296858365515082,0.0,0.6301722158438576,0.022473645757227847,0.18320008349859096,0.0,0.03421772257593153,0.0038492850433148942,0.0017200709738023172,0.0
5079,AR,05-90,0.08455386459937055,0.02633622627627832,146794.0,148596.0,179236.30000000005,221521.80000000002,102890.0,2.9805818652092455,1.7109930751269646,0.5740466635385799,0.1345527470456809,0.0,0.5755605803655549,0.017503835904062022,0.13270209157716223,0.0,0.10552773964305903,0.034738485558157686,0.0,0.0
5085,AR,05-60,0.19009368099753216,0.013966911287180153,246368.0,260392.0,416019.5,450825.30000000005,107961.7,3.947919185123944,1.024529058586426,0.25951115272240843,0.13056084672340165,0.0,0.4535085563304556,0.013218532059356662,0.01831085440412916,0.0,0.3247910842114965,0.06171080524747304,0.002526959353589972,0.0031990230114596454
5091,AR,05-70,0.19210273434087533,0.010949011385807053,34341.0,51397.0,19525.8,50177.0,3397.2,0.9387571759930691,0.16332984452794017,0.1739851888270903,0.20326089071346576,0.0026266124481973655,0.3715197385061385,0.16681907504329047,0.0,0.0,0.0,0.34743272953674337,0.00029184582757748505,0.036013775123061656
5093,AR,05-30,0.16068132402304364,0.1407009868644337,456699.0,455277.0,652122.1999999998,701240.9999999999,323567.2,3.5394475230289926,1.7561879116727308,0.4961757167598344,0.03856553263178241,0.0,0.611524412610345,0.021716449546100507,0.20292041987625117,0.0005908490874786119,0.11407341025353795,0.001107018364643942,0.0008390496335198132,0.0006040278775338969
5095,AR,05-60,0.2361678010865863,0.042246207277783054,179093.0,176872.0,265715.39999999997,295685.80000000005,81937.2,3.712272450059954,1.1447330873372505,0.3083645133101055,0.15039689719118912,0.0,0.6234056266678728,0.038869917228278074,0.016729612375050884,0.009588855217332309,0.19358632231218056,0.0007123795739291691,0.0010176851056130987,0.0
5107,AR,05-60,0.15968594748563447,0.03596679452150255,344401.0,347239.0,300591.2,354483.79999999993,119041.0,2.1390944894344526,0.8471304120571949,0.39602290419679614,0.10045818586045922,0.0,0.7585265479972008,0.027347158585297158,0.07841861081272553,0.0,0.03777225484464591,0.010033435184411889,0.00018143123324280971,0.0019093477403171878
5111,AR,05-30,0.16724491350535312,0.004601736818049612,288804.0,286124.0,558131.8,580974.2000000001,235666.7,4.820195836349123,2.035289238323525,0.42224202240402714,0.06443360221442451,0.0,0.5557695264990005,0.01656624400609526,0.08030434357131873,0.001845353762704282,0.27879520767219806,0.00875494540828452,0.0,8.038472829961835e-05
5115,AR,05-40,0.3086555742361876,0.03466867644501131,17249.0,46226.0,25419.4,34900.2,2040.6,1.3588176640129934,0.10908217051483961,0.0802772685429239,0.025656556916021287,0.0,0.197680958767793,0.021178557521741012,0.0,0.0,0.06109116081858694,0.6952580798684723,0.00030285986241509105,0.001535932159390819
5117,AR,05-60,0.12734895087216652,0.014304373472655263,189872.0,189369.0,285037.7,307971.19999999995,76694.1,3.7194234320835746,1.0007722930775855,0.2690665129560055,0.08093193711747963,0.0,0.5704999234299173,0.006315711652910456,0.0,0.0,0.3168575638040017,0.024544672042414544,0.0,0.0
5119,AR,05-50,0.29711854830669016,0.0038219947489115625,30089.0,38132.0,53913.299999999996,67215.70000000001,12174.9,3.4937235294906444,0.788965516842702,0.22582368358086038,0.10067659708381411,0.0,0.5669778663589636,0.019668519878317425,0.0,0.0,0.08659393685093884,0.23111822091681528,0.001285009965383405,0.01020140564355397
5121,AR,05-30,0.140488497929325,0.008252471207037272,66162.0,88918.0,155945.7,160832.90000000002,49271.0,4.333770629868432,1.369253610097922,0.31594971839556973,0.04904518770102791,0.0,0.3468476573922041,0.0,0.0,0.0,0.2853977822263209,0.293540115612137,0.00031489687127465757,0.0
5123,AR,05-60,0.1758830034530231,0.04982734884560699,221545.0,219647.0,270827.2,308722.0,94227.3,3.0468369050196125,1.060067877600014,0.34792406375725926,0.07246627543285362,0.0,0.6602229941679149,0.009465187323296017,0.10626596311354128,0.0,0.1486111806671614,0.005094538054241578,0.0,0.0
5145,AR,05-30,0.3719229580801318,0.037611151165585194,58254.0,108846.0,102282.7,107438.70000000001,31627.7,2.3220518531679284,0.7180213212639018,0.30921846998563784,0.04182055380997005,0.0,0.3190195321830844,0.01215478749793286,0.0,0.0,0.09974643073700458,0.5024346324164416,0.0012127225621520314,0.002838873270492255
5147,AR,05-60,0.13974945222444507,0.026874345050966943,209940.0,205510.0,283070.19999999995,309088.7,84535.3,3.4036382537582983,1.016453094931695,0.29863722850374225,0.08504209040922583,0.0,0.6404262566298476,0.02215463967690137,0.0,0.0,0.24025594861563915,0.002355116539341151,0.0,0.0
8001,CO,08-60,0.6136447562776958,0.006649023469555228,487440.0,283538.0,327312.2,365978.6,164665.6,2.8525490777199924,1.4350724030824675,0.5030842113431764,0.15123898736677271,0.005431370751010446,0.004369784649676587,0.680776474405547,0.0,0.036100981173599306,0.0,0.03859447410929046,0.0012978859976440547,7.759101072872067e-05
8003,CO,08-80,0.026246037108258406,0.17343173431734318,38482.0,59432.0,6408.399999999999,30688.600000000002,483.7,0.2664473897217294,0.020111198178703035,0.07547905873540979,0.0,0.0,0.0,0.025659577332076997,0.0,0.0,0.0,0.4515076053304617,0.2704098801992193,0.0
8005,CO,08-60,0.6361217191570416,0.010989831837832286,107099.0,44558.0,69398.2,77628.6,34884.0,3.848617236890039,1.934562621100722,0.5026643342334528,0.0,0.0,0.0,0.7878719870730284,0.0,0.0,0.0,0.09140895013241168,0.00044885318012478117,0.00017954127204991249
8013,CO,08-20,0.31496953872932987,0.13446475195822455,11490.0,28868.0,4884.200000000001,7201.599999999999,3297.4,0.4180795705147323,0.2822520731778548,0.6751156791286187,0.08881806844949425,0.0431619786614937,0.0,0.05500900651240127,0.0,0.0,0.0,0.6668283220174588,0.02501039212969378,0.002251628100318692
8017,CO,08-60,0.4810041867052653,0.010027637146281214,449757.0,308850.0,323583.60000000003,382780.00000000006,160780.7,2.5889347228272186,1.2863777304859276,0.49687530517615847,0.22532297231665857,0.0,0.0008353569694026226,0.559054557228428,0.0,0.15603367330419296,0.0,0.049318439371863365,0.0,0.0
8021,CO,08-80,0.09100398557601062,0.1480831277282217,21076.0,103574.0,3102.1,12200.6,1167.7,0.07400946220569772,0.027858821126847375,0.3764224235195513,0.0003765423754996428,0.0,0.0,0.008998397281170951,0.0,0.0,0.0,0.8773244250487574,0.0,0.0
8023,CO,08-80,0.03200502039535613,0.015688735487919672,19122.0,31267.0,2856.4,14730.5,528.7,0.22574337532312377,0.04178354660878573,0.1850931242122952,0.0,0.0,0.0,0.060159273355294716,0.0,0.0,0.0,0.685451114593661,0.08859180605750472,0.0
8029,CO,08-70,0.13102523751238562,0.1471702512094189,17157.0,49214.0,5642.400000000001,27540.6,4173.1,0.2833070679868196,0.2095329514773495,0.7395966255494116,0.08304547486487585,0.04703946031617019,0.0,0.030397854269110416,0.0,0.0,0.0,0.6668630877392612,0.026313650587231275,0.042061202096964276
